ENSEMBLID	X18h
ENSG00000008018	ENSG00000008018	-0.353156434172382
ENSG00000008083	ENSG00000008083	-0.0837495379368155
ENSG00000008086	ENSG00000008086	-0.257278197530481
ENSG00000008196	ENSG00000008196	0.0902748293550673
ENSG00000008197	ENSG00000008197	-0.113872139788927
ENSG00000008226	ENSG00000008226	-0.0171956903250686
ENSG00000008256	ENSG00000008256	-0.0154328082151688
ENSG00000008294	ENSG00000008294	0.0664978661383172
ENSG00000008300	ENSG00000008300	-0.02675557364775
ENSG00000008324	ENSG00000008324	-0.0896577581133175
ENSG00000008382	ENSG00000008382	0.0298231794983484
ENSG00000008438	ENSG00000008438	0.0108722364628321
ENSG00000008441	ENSG00000008441	0.0248988820672844
ENSG00000008513	ENSG00000008513	-0.0120948024760355
ENSG00000008517	ENSG00000008517	-0.00843630165778168
ENSG00000008853	ENSG00000008853	0.0505753723741321
ENSG00000008869	ENSG00000008869	0.0464894625977686
ENSG00000008952	ENSG00000008952	0.0185606902992248
ENSG00000008988	ENSG00000008988	0.0465219845417654
ENSG00000009709	ENSG00000009709	0.297101114442764
ENSG00000009724	ENSG00000009724	0.520457060666486
ENSG00000009765	ENSG00000009765	-0.240957614036291
ENSG00000009780	ENSG00000009780	0.604835294239496
ENSG00000009790	ENSG00000009790	0.198175620228475
ENSG00000009954	ENSG00000009954	0.598914210758943
ENSG00000010017	ENSG00000010017	0.655847927312411
ENSG00000010030	ENSG00000010030	-0.932777739316691
ENSG00000010072	ENSG00000010072	0.880095909283577
ENSG00000010165	ENSG00000010165	0.198309101627478
ENSG00000010270	ENSG00000010270	0.207790478460876
ENSG00000010278	ENSG00000010278	0.12002201446955
ENSG00000010282	ENSG00000010282	0.378694240194514
ENSG00000010295	ENSG00000010295	0.131788765740788
ENSG00000010310	ENSG00000010310	-0.0918299317967553
ENSG00000010322	ENSG00000010322	0.145908553810136
ENSG00000010327	ENSG00000010327	-0.0351097765080498
ENSG00000010361	ENSG00000010361	-0.0427423262516771
ENSG00000010404	ENSG00000010404	-0.0346438526920204
ENSG00000010626	ENSG00000010626	0.12820340046976
ENSG00000010671	ENSG00000010671	0.0803104146699679
ENSG00000010810	ENSG00000010810	0.125995925265375
ENSG00000011009	ENSG00000011009	0.324659004115545
ENSG00000011021	ENSG00000011021	0.398195065839736
ENSG00000011028	ENSG00000011028	-0.754301614841293
ENSG00000011105	ENSG00000011105	0.397036353370757
ENSG00000011198	ENSG00000011198	0.0981344226727566
ENSG00000011201	ENSG00000011201	0.022259373559813
ENSG00000011258	ENSG00000011258	-0.168399955609411
ENSG00000011275	ENSG00000011275	-0.00176545494520693
ENSG00000011332	ENSG00000011332	-0.0389201869960167
ENSG00000011347	ENSG00000011347	0.00740497438103057
ENSG00000011376	ENSG00000011376	-0.0169294557814291
ENSG00000011422	ENSG00000011422	0.0461657841098206
ENSG00000011465	ENSG00000011465	0.0120422732129561
ENSG00000011478	ENSG00000011478	0.125916745956554
ENSG00000011485	ENSG00000011485	-0.142097200604478
ENSG00000011566	ENSG00000011566	-0.114750077119211
ENSG00000011677	ENSG00000011677	0.141669227874718
ENSG00000012048	ENSG00000012048	0.31857554503665
ENSG00000012061	ENSG00000012061	-0.16877301631555
ENSG00000012124	ENSG00000012124	0.183192746735185
ENSG00000012171	ENSG00000012171	0.182814380589217
ENSG00000012232	ENSG00000012232	-0.0311865314309404
ENSG00000012504	ENSG00000012504	-0.0588281693452301
ENSG00000012779	ENSG00000012779	-0.0193500415753742
ENSG00000012817	ENSG00000012817	-0.0651041719090101
ENSG00000012822	ENSG00000012822	0.017947753351183
ENSG00000013016	ENSG00000013016	-0.0104541570366861
ENSG00000013275	ENSG00000013275	0.190796735967321
ENSG00000013288	ENSG00000013288	0.103897722439311
ENSG00000013297	ENSG00000013297	0.0145351586473973
ENSG00000013306	ENSG00000013306	0.0758345141771442
ENSG00000013375	ENSG00000013375	-0.156316171794718
ENSG00000013392	ENSG00000013392	-0.0486591884119241
ENSG00000013441	ENSG00000013441	-0.107248315075411
ENSG00000013523	ENSG00000013523	-0.127734283862681
ENSG00000013561	ENSG00000013561	0.121023960825015
ENSG00000013619	ENSG00000013619	-0.156907031232146
ENSG00000013725	ENSG00000013725	-0.203873829903396
ENSG00000013810	ENSG00000013810	-0.235230434852303
ENSG00000014123	ENSG00000014123	-0.211670138680953
ENSG00000014216	ENSG00000014216	-0.0958158641923846
ENSG00000014257	ENSG00000014257	-0.0677870885832181
ENSG00000014914	ENSG00000014914	-0.144130356840549
ENSG00000014919	ENSG00000014919	0.18140039299535
ENSG00000015171	ENSG00000015171	-0.221130915834736
ENSG00000015285	ENSG00000015285	-0.339191900218773
ENSG00000015413	ENSG00000015413	0.11166400713275
ENSG00000015475	ENSG00000015475	-0.154688355769014
ENSG00000015479	ENSG00000015479	-0.0124550889796661
ENSG00000015592	ENSG00000015592	0.272128883336364
ENSG00000015676	ENSG00000015676	0.357356505828928
ENSG00000016082	ENSG00000016082	-0.368976491667071
ENSG00000016391	ENSG00000016391	0.331682094520794
ENSG00000016402	ENSG00000016402	-0.0376283485387721
ENSG00000017260	ENSG00000017260	0.301633203637274
ENSG00000017427	ENSG00000017427	-0.256448191676587
ENSG00000017483	ENSG00000017483	0.25347059670568
ENSG00000018189	ENSG00000018189	-0.0559853432756127
ENSG00000018236	ENSG00000018236	0.317216990248484
ENSG00000018510	ENSG00000018510	0.0131059230787599
ENSG00000018625	ENSG00000018625	-0.0939377671709369
ENSG00000018869	ENSG00000018869	-0.00812731326592046
ENSG00000019102	ENSG00000019102	-0.027517928496934
ENSG00000019186	ENSG00000019186	-0.174633523866158
ENSG00000019505	ENSG00000019505	-0.169009511334991
ENSG00000019582	ENSG00000019582	-0.0682085101158905
ENSG00000019991	ENSG00000019991	-0.0915439187282271
ENSG00000020426	ENSG00000020426	0.26492345849693
ENSG00000020633	ENSG00000020633	0.0535080804558149
ENSG00000020922	ENSG00000020922	0.0870646914795934
ENSG00000021574	ENSG00000021574	0.057976059552234
ENSG00000021645	ENSG00000021645	-0.0820428010383593
ENSG00000021762	ENSG00000021762	-0.194505963174003
ENSG00000021776	ENSG00000021776	0.142340476320357
ENSG00000022277	ENSG00000022277	-0.115350302373232
ENSG00000022355	ENSG00000022355	-0.0800630434089555
ENSG00000022556	ENSG00000022556	-0.165387990042555
ENSG00000022840	ENSG00000022840	-0.111912085922209
ENSG00000022976	ENSG00000022976	-0.143729341386802
ENSG00000023228	ENSG00000023228	0.215314502122099
ENSG00000023318	ENSG00000023318	0.2681696921372
ENSG00000023330	ENSG00000023330	-0.265132705365866
ENSG00000023445	ENSG00000023445	-0.0897479766614335
ENSG00000023608	ENSG00000023608	-0.601551240110683
ENSG00000023839	ENSG00000023839	-0.55466258209002
ENSG00000023892	ENSG00000023892	0.574265671989443
ENSG00000023902	ENSG00000023902	0.554103103432913
ENSG00000024526	ENSG00000024526	0.00544217841633958
ENSG00000024862	ENSG00000024862	0.00833644579177288
ENSG00000025039	ENSG00000025039	-0.0191850323358039
ENSG00000025293	ENSG00000025293	0.00285627499157629
ENSG00000025708	ENSG00000025708	-0.0682654318207388
ENSG00000025770	ENSG00000025770	-0.163521602222425
ENSG00000025800	ENSG00000025800	0.24586430368848
ENSG00000026025	ENSG00000026025	0.201679331812088
ENSG00000026559	ENSG00000026559	-0.314877071928164
ENSG00000026652	ENSG00000026652	0.227063012146993
ENSG00000026751	ENSG00000026751	0.0450324115319921
ENSG00000026950	ENSG00000026950	-0.00419803980984194
ENSG00000027697	ENSG00000027697	0.404828030453483
ENSG00000027847	ENSG00000027847	0.498961453117748
ENSG00000027869	ENSG00000027869	-0.464287584372814
ENSG00000028116	ENSG00000028116	0.237230234543151
ENSG00000028137	ENSG00000028137	0.321127268129218
ENSG00000028839	ENSG00000028839	0.436550044286784
ENSG00000029153	ENSG00000029153	-0.329395697413932
ENSG00000029363	ENSG00000029363	-0.0817362366261444
ENSG00000029364	ENSG00000029364	-0.0352712323254322
ENSG00000029725	ENSG00000029725	-0.189849001475362
ENSG00000029993	ENSG00000029993	-0.386869373681417
ENSG00000030066	ENSG00000030066	0.216629894258263
ENSG00000030110	ENSG00000030110	-0.370835117937605
ENSG00000030304	ENSG00000030304	0.0253693350435948
ENSG00000031691	ENSG00000031691	0.192588739240464
ENSG00000031698	ENSG00000031698	-0.144294841047234
ENSG00000031823	ENSG00000031823	-0.15550291873576
ENSG00000032219	ENSG00000032219	-0.0395409247769907
ENSG00000032389	ENSG00000032389	-0.164288513663577
ENSG00000033011	ENSG00000033011	-0.0553165620711325
ENSG00000033030	ENSG00000033030	-0.0400796468125092
ENSG00000033050	ENSG00000033050	-0.021917551446073
ENSG00000033122	ENSG00000033122	-0.00429785071179959
ENSG00000033170	ENSG00000033170	6.09753912875396e-05
ENSG00000033627	ENSG00000033627	-0.227747784580851
ENSG00000034053	ENSG00000034053	-0.0460372616345843
ENSG00000034239	ENSG00000034239	0.0622687051146134
ENSG00000034677	ENSG00000034677	-0.230386390610555
ENSG00000034693	ENSG00000034693	-0.251818459083588
ENSG00000034713	ENSG00000034713	0.0236959262740785
ENSG00000034971	ENSG00000034971	0.156762332469944
ENSG00000035141	ENSG00000035141	-0.227564371556923
ENSG00000035664	ENSG00000035664	0.37117150485756
ENSG00000035681	ENSG00000035681	0.272335955107776
ENSG00000035862	ENSG00000035862	-0.47914438389386
ENSG00000035928	ENSG00000035928	-0.106524569624253
ENSG00000036448	ENSG00000036448	0.18862030475019
ENSG00000036473	ENSG00000036473	0.221322284263668
ENSG00000036549	ENSG00000036549	0.211766345823584
ENSG00000036565	ENSG00000036565	-0.0293181088904998
ENSG00000037280	ENSG00000037280	-0.378689175140675
ENSG00000037474	ENSG00000037474	0.587681531061222
ENSG00000037637	ENSG00000037637	-0.27044613245631
ENSG00000037749	ENSG00000037749	-0.227335981317376
ENSG00000038002	ENSG00000038002	0.834484866213512
ENSG00000038210	ENSG00000038210	1.05766989447031
ENSG00000038295	ENSG00000038295	-0.750357603539841
ENSG00000038358	ENSG00000038358	-1.15662800986944
ENSG00000038945	ENSG00000038945	0.16458694783516
ENSG00000039068	ENSG00000039068	-0.090673431042975
ENSG00000039139	ENSG00000039139	-0.0417918670124756
ENSG00000039319	ENSG00000039319	-0.0754893075436156
ENSG00000039600	ENSG00000039600	-0.0849781542238469
ENSG00000039650	ENSG00000039650	-0.140227017988827
ENSG00000039987	ENSG00000039987	-0.183949463408667
ENSG00000040199	ENSG00000040199	-0.106293528834407
ENSG00000040275	ENSG00000040275	-0.380732360168957
ENSG00000040531	ENSG00000040531	-0.0524778687509982
ENSG00000040633	ENSG00000040633	-0.0917268985142951
ENSG00000040731	ENSG00000040731	-0.045374433886112
ENSG00000040933	ENSG00000040933	0.0912112447336912
ENSG00000041353	ENSG00000041353	-0.0582276097155884
ENSG00000041880	ENSG00000041880	-0.1143725396418
ENSG00000041982	ENSG00000041982	0.0757752846850011
ENSG00000041988	ENSG00000041988	-0.0141788556406019
ENSG00000042062	ENSG00000042062	-0.0327363925477015
ENSG00000042317	ENSG00000042317	-0.129238577357999
ENSG00000042429	ENSG00000042429	0.285952441524157
ENSG00000042445	ENSG00000042445	-0.176718774637783
ENSG00000042753	ENSG00000042753	0.321548565968447
ENSG00000042980	ENSG00000042980	-0.058534993181507
ENSG00000043093	ENSG00000043093	0.0924109809752226
ENSG00000043355	ENSG00000043355	-0.113864407449738
ENSG00000043462	ENSG00000043462	0.0288982494246124
ENSG00000044115	ENSG00000044115	0.0922626050450954
ENSG00000044524	ENSG00000044524	-0.105995426072305
ENSG00000046653	ENSG00000046653	-0.136235633546518
ENSG00000046774	ENSG00000046774	0.173996310345662
ENSG00000047188	ENSG00000047188	-0.107006748897865
ENSG00000047230	ENSG00000047230	0.101800084104942
ENSG00000047346	ENSG00000047346	-0.0348560021868778
ENSG00000047365	ENSG00000047365	-0.0396032021032718
ENSG00000047410	ENSG00000047410	-0.00762995119140442
ENSG00000047457	ENSG00000047457	-0.0319901092965476
ENSG00000047578	ENSG00000047578	-0.0429196305439815
ENSG00000047634	ENSG00000047634	0.0628124828997526
ENSG00000047644	ENSG00000047644	0.0220467088754726
ENSG00000047648	ENSG00000047648	-0.119618891372034
ENSG00000047662	ENSG00000047662	-0.0540213579573976
ENSG00000048028	ENSG00000048028	-0.0693008963370107
ENSG00000048052	ENSG00000048052	-0.399602946941977
ENSG00000048140	ENSG00000048140	-0.231815508304611
ENSG00000048162	ENSG00000048162	-0.170961347036343
ENSG00000048342	ENSG00000048342	-0.282525874353378
ENSG00000048471	ENSG00000048471	-0.245682147940782
ENSG00000048540	ENSG00000048540	-0.220492514115384
ENSG00000048544	ENSG00000048544	-0.0103028162838446
ENSG00000048649	ENSG00000048649	-0.127673147337749
ENSG00000048707	ENSG00000048707	0.239568213126499
ENSG00000049089	ENSG00000049089	-0.205210470424741
ENSG00000049130	ENSG00000049130	-0.0571761088515448
ENSG00000049192	ENSG00000049192	0.1695829450691
ENSG00000049239	ENSG00000049239	-0.0192292459749419
ENSG00000049247	ENSG00000049247	0.0892515938368549
ENSG00000049249	ENSG00000049249	0.120416121876755
ENSG00000049283	ENSG00000049283	0.205448648573356
ENSG00000049323	ENSG00000049323	0.280958752894455
ENSG00000049449	ENSG00000049449	-0.0832825136888774
ENSG00000049656	ENSG00000049656	0.319745883812005
ENSG00000049759	ENSG00000049759	0.205386318034478
ENSG00000049768	ENSG00000049768	-0.353479322556649
ENSG00000049883	ENSG00000049883	-0.253308938701979
ENSG00000050165	ENSG00000050165	-0.257131838076359
ENSG00000050327	ENSG00000050327	-0.0848350404249834
ENSG00000050344	ENSG00000050344	0.0674055848806973
ENSG00000050393	ENSG00000050393	-0.297310316566602
ENSG00000050405	ENSG00000050405	-0.0280885566067021
ENSG00000050628	ENSG00000050628	-0.793558000219162
ENSG00000050748	ENSG00000050748	0.831005222579986
ENSG00000050767	ENSG00000050767	-0.495283311363416
ENSG00000050820	ENSG00000050820	-0.0233885421226413
ENSG00000051341	ENSG00000051341	-0.100010040433599
ENSG00000051596	ENSG00000051596	0.118209059168467
ENSG00000052344	ENSG00000052344	-0.123150010077704
ENSG00000052723	ENSG00000052723	-0.122495777916305
ENSG00000052749	ENSG00000052749	0.242744300826593
ENSG00000052802	ENSG00000052802	-0.136593206758606
ENSG00000053254	ENSG00000053254	0.398645131297855
ENSG00000053328	ENSG00000053328	0.391961267635656
ENSG00000053371	ENSG00000053371	-0.384987516178817
ENSG00000053438	ENSG00000053438	-0.381505463055528
ENSG00000053770	ENSG00000053770	0.320066900315239
ENSG00000053918	ENSG00000053918	0.533888691805874
ENSG00000054116	ENSG00000054116	-0.406405356578926
ENSG00000054118	ENSG00000054118	-0.468412363922894
ENSG00000054219	ENSG00000054219	-0.124728938809803
ENSG00000054277	ENSG00000054277	0.220706025812463
ENSG00000054282	ENSG00000054282	-0.195361136267213
ENSG00000054392	ENSG00000054392	0.040734823270876
ENSG00000054611	ENSG00000054611	-0.101525612536228
ENSG00000054654	ENSG00000054654	-0.188033868152509
ENSG00000054690	ENSG00000054690	0.168011849100803
ENSG00000054793	ENSG00000054793	-0.13209765985458
ENSG00000054796	ENSG00000054796	-0.118197241099908
ENSG00000054967	ENSG00000054967	0.351202094310507
ENSG00000054983	ENSG00000054983	0.283285219485572
ENSG00000055130	ENSG00000055130	-0.237067114240527
ENSG00000055147	ENSG00000055147	-0.391232428932694
ENSG00000055211	ENSG00000055211	0.343027108453066
ENSG00000055332	ENSG00000055332	0.492666643889334
ENSG00000055483	ENSG00000055483	-0.440051842934628
ENSG00000055609	ENSG00000055609	0.411937161770468
ENSG00000055732	ENSG00000055732	-0.033702289276011
ENSG00000055955	ENSG00000055955	0.1142736717793
ENSG00000055957	ENSG00000055957	-0.100396656962902
ENSG00000056050	ENSG00000056050	-0.164221119521756
ENSG00000056097	ENSG00000056097	-0.0929627799826687
ENSG00000056277	ENSG00000056277	-0.0552900486351036
ENSG00000056736	ENSG00000056736	0.0813948643872126
ENSG00000056972	ENSG00000056972	0.134674960699818
ENSG00000056998	ENSG00000056998	-0.0411898827558703
ENSG00000057468	ENSG00000057468	-0.0540064706193923
ENSG00000057593	ENSG00000057593	0.30145960314578
ENSG00000057657	ENSG00000057657	0.262532341008956
ENSG00000057663	ENSG00000057663	0.323704727990695
ENSG00000057935	ENSG00000057935	0.112431455860181
ENSG00000058056	ENSG00000058056	-0.112963838605468
ENSG00000058091	ENSG00000058091	-0.0402639339082883
ENSG00000058262	ENSG00000058262	-0.172405736956511
ENSG00000058404	ENSG00000058404	0.303777221678163
ENSG00000058453	ENSG00000058453	0.526992199551581
ENSG00000058673	ENSG00000058673	-0.272570641535934
ENSG00000059122	ENSG00000059122	-0.391336907223926
ENSG00000059145	ENSG00000059145	0.136452965567544
ENSG00000059377	ENSG00000059377	0.422219203550574
ENSG00000059378	ENSG00000059378	-0.282718728595299
ENSG00000059728	ENSG00000059728	-0.0502757056426949
ENSG00000059758	ENSG00000059758	-0.0452672325248817
ENSG00000059915	ENSG00000059915	-0.0381384134882318
ENSG00000060069	ENSG00000060069	0.0201106683664714
ENSG00000060237	ENSG00000060237	0.0731271276567392
ENSG00000060339	ENSG00000060339	-0.0954491888181265
ENSG00000060491	ENSG00000060491	0.267547374903571
ENSG00000060566	ENSG00000060566	-0.283760953068027
ENSG00000060718	ENSG00000060718	0.10700952396082
ENSG00000060749	ENSG00000060749	-0.130473078969044
ENSG00000060762	ENSG00000060762	-0.190132045781307
ENSG00000060971	ENSG00000060971	0.281318064912933
ENSG00000061455	ENSG00000061455	0.132555132013445
ENSG00000061492	ENSG00000061492	0.231705874111444
ENSG00000061794	ENSG00000061794	0.0628100700159759
ENSG00000061918	ENSG00000061918	-0.158783208526957
ENSG00000061987	ENSG00000061987	0.303873060858295
ENSG00000062038	ENSG00000062038	0.307846802423315
ENSG00000062282	ENSG00000062282	-0.168114208091172
ENSG00000062370	ENSG00000062370	-0.4735108231669
ENSG00000062598	ENSG00000062598	0.0376588669004914
ENSG00000062716	ENSG00000062716	0.0784795898695911
ENSG00000062725	ENSG00000062725	0.25679062972139
ENSG00000063127	ENSG00000063127	0.232260366092427
ENSG00000063169	ENSG00000063169	0.179929184485894
ENSG00000063176	ENSG00000063176	0.219514334171694
ENSG00000063180	ENSG00000063180	0.0419440160642625
ENSG00000063515	ENSG00000063515	0.0694694417126035
ENSG00000063587	ENSG00000063587	0.100269777729697
ENSG00000063660	ENSG00000063660	-0.0998975146270444
ENSG00000063761	ENSG00000063761	-0.0293852026635773
ENSG00000064012	ENSG00000064012	-0.151429354674695
ENSG00000064042	ENSG00000064042	-0.0986956214250316
ENSG00000064102	ENSG00000064102	0.0683962939565349
ENSG00000064115	ENSG00000064115	-0.209025666303248
ENSG00000064195	ENSG00000064195	-0.127581638111605
ENSG00000064218	ENSG00000064218	0.257281785939162
ENSG00000064270	ENSG00000064270	0.258866982156815
ENSG00000064300	ENSG00000064300	-0.0698172900141675
ENSG00000064309	ENSG00000064309	0.34329751791379
ENSG00000064545	ENSG00000064545	0.374187640203956
ENSG00000064547	ENSG00000064547	-0.223381411180711
ENSG00000064601	ENSG00000064601	-0.0767438833829672
ENSG00000064607	ENSG00000064607	-0.0624858551052766
ENSG00000064666	ENSG00000064666	-0.0417692618053949
ENSG00000064692	ENSG00000064692	0.133172443044272
ENSG00000064726	ENSG00000064726	0.00942076128337514
ENSG00000064763	ENSG00000064763	-0.133364828375565
ENSG00000064932	ENSG00000064932	0.136919966597651
ENSG00000064933	ENSG00000064933	0.102389965949886
ENSG00000064989	ENSG00000064989	-0.127075064653257
ENSG00000064995	ENSG00000064995	0.293228624089821
ENSG00000065029	ENSG00000065029	-0.07938998977295
ENSG00000065054	ENSG00000065054	-0.19589955584775
ENSG00000065057	ENSG00000065057	0.225745379955617
ENSG00000065060	ENSG00000065060	-0.265534000033516
ENSG00000065135	ENSG00000065135	-0.185622659978651
ENSG00000065268	ENSG00000065268	0.0213508199963375
ENSG00000065308	ENSG00000065308	0.00927074279472073
ENSG00000065320	ENSG00000065320	-0.00588810492849608
ENSG00000065328	ENSG00000065328	0.0269509311481174
ENSG00000065371	ENSG00000065371	-0.0682835674802487
ENSG00000065413	ENSG00000065413	0.0605043868055146
ENSG00000065427	ENSG00000065427	0.0317166837475679
ENSG00000065457	ENSG00000065457	-0.0580509876695426
ENSG00000065534	ENSG00000065534	0.0209153533078264
ENSG00000065559	ENSG00000065559	-0.0206705160798405
ENSG00000065600	ENSG00000065600	-0.0702313451083798
ENSG00000065609	ENSG00000065609	-0.0599584509635542
ENSG00000065613	ENSG00000065613	0.00469301334166309
ENSG00000065621	ENSG00000065621	0.370484805802068
ENSG00000065665	ENSG00000065665	0.425705366175601
ENSG00000065675	ENSG00000065675	-0.291475242233031
ENSG00000065717	ENSG00000065717	0.294381794322768
ENSG00000065802	ENSG00000065802	0.150610891829825
ENSG00000065911	ENSG00000065911	0.366347299169202
ENSG00000065970	ENSG00000065970	0.22147345657875
ENSG00000065978	ENSG00000065978	-0.0858525366697801
ENSG00000065989	ENSG00000065989	-0.408805834648108
ENSG00000066044	ENSG00000066044	0.216567126457463
ENSG00000066056	ENSG00000066056	-0.161474493186504
ENSG00000066084	ENSG00000066084	0.0745974772831417
ENSG00000066117	ENSG00000066117	-0.348171747647061
ENSG00000066248	ENSG00000066248	-0.197763083385345
ENSG00000066294	ENSG00000066294	0.26835804995149
ENSG00000066322	ENSG00000066322	-0.194331987110015
ENSG00000066379	ENSG00000066379	0.155323932242374
ENSG00000066422	ENSG00000066422	0.836367657246316
ENSG00000066427	ENSG00000066427	0.798667708579384
ENSG00000066455	ENSG00000066455	-0.899197493387115
ENSG00000066468	ENSG00000066468	1.07007078823462
ENSG00000066557	ENSG00000066557	-0.120601679980915
ENSG00000066654	ENSG00000066654	-0.0232557778722846
ENSG00000066697	ENSG00000066697	-0.0567786993085312
ENSG00000066777	ENSG00000066777	-0.0251334687107475
ENSG00000066923	ENSG00000066923	-0.292057525185674
ENSG00000066926	ENSG00000066926	-0.0576382406413736
ENSG00000067048	ENSG00000067048	-0.235200987983967
ENSG00000067057	ENSG00000067057	0.186230882100761
ENSG00000067064	ENSG00000067064	-0.104512422718808
ENSG00000067141	ENSG00000067141	0.0383772823074121
ENSG00000067167	ENSG00000067167	0.169561209343375
ENSG00000067182	ENSG00000067182	-0.0320251103350646
ENSG00000067191	ENSG00000067191	-0.126166437767435
ENSG00000067248	ENSG00000067248	0.339220508645867
ENSG00000067334	ENSG00000067334	-0.155221305376336
ENSG00000067365	ENSG00000067365	-0.123049904025422
