"ENSEMBLID" "PScore"
"190" "ENSG00000075188" "0"
"191" "ENSG00000075292" "0"
"192" "ENSG00000075336" "1"
"193" "ENSG00000075415" "0"
"194" "ENSG00000075618" "0"
"195" "ENSG00000076067" "0"
"196" "ENSG00000076248" "1"
"201" "ENSG00000077380" "0"
"202" "ENSG00000077498" "0"
"206" "ENSG00000078142" "0"
"208" "ENSG00000078328" "1"
"209" "ENSG00000078487" "0"
"211" "ENSG00000078967" "0"
"212" "ENSG00000079102" "1"
"213" "ENSG00000079134" "0"
"216" "ENSG00000079393" "0"
"217" "ENSG00000079482" "1"
"218" "ENSG00000079739" "0"
"221" "ENSG00000080618" "0"
"223" "ENSG00000080910" "0"
"227" "ENSG00000081320" "1"
"230" "ENSG00000082014" "1"
"231" "ENSG00000082126" "0"
"232" "ENSG00000082175" "1"
"233" "ENSG00000082269" "0"
"234" "ENSG00000082458" "1"
"238" "ENSG00000083782" "1"
"239" "ENSG00000083817" "1"
"240" "ENSG00000084090" "1"
"241" "ENSG00000084234" "1"
"243" "ENSG00000085274" "1"
"244" "ENSG00000085276" "0"
"245" "ENSG00000085832" "0"
"248" "ENSG00000086589" "0"
"250" "ENSG00000087206" "1"
"253" "ENSG00000088002" "1"
"255" "ENSG00000088325" "0"
"258" "ENSG00000088882" "1"
"262" "ENSG00000089335" "1"
"266" "ENSG00000090447" "0"
"267" "ENSG00000090565" "1"
"268" "ENSG00000090661" "0"
"269" "ENSG00000090975" "0"
"270" "ENSG00000091106" "1"
"273" "ENSG00000091140" "0"
"274" "ENSG00000091157" "0"
"276" "ENSG00000091409" "1"
"277" "ENSG00000091482" "1"
"278" "ENSG00000091704" "0"
"279" "ENSG00000092010" "0"
"280" "ENSG00000092330" "0"
"281" "ENSG00000092850" "1"
"283" "ENSG00000092931" "1"
"284" "ENSG00000092978" "0"
"286" "ENSG00000094804" "0"
"288" "ENSG00000095139" "1"
"291" "ENSG00000095587" "0"
"293" "ENSG00000096401" "0"
"294" "ENSG00000099203" "1"
"296" "ENSG00000099260" "1"
"298" "ENSG00000099330" "0"
"301" "ENSG00000099810" "0"
"306" "ENSG00000100024" "1"
"308" "ENSG00000100056" "1"
"310" "ENSG00000100077" "0"
"311" "ENSG00000100097" "1"
"312" "ENSG00000100100" "0"
"315" "ENSG00000100138" "0"
"318" "ENSG00000100197" "0"
"319" "ENSG00000100206" "1"
"321" "ENSG00000100220" "0"
"324" "ENSG00000100241" "1"
"329" "ENSG00000100335" "0"
"331" "ENSG00000100368" "1"
"334" "ENSG00000100413" "0"
"336" "ENSG00000100417" "0"
"338" "ENSG00000100429" "1"
"340" "ENSG00000100522" "1"
"343" "ENSG00000100577" "0"
"344" "ENSG00000100603" "0"
"345" "ENSG00000100647" "0"
"347" "ENSG00000100722" "1"
"348" "ENSG00000100739" "1"
"349" "ENSG00000100796" "0"
"351" "ENSG00000100815" "1"
"352" "ENSG00000100836" "0"
"353" "ENSG00000100884" "0"
"356" "ENSG00000100934" "1"
"357" "ENSG00000101079" "1"
"358" "ENSG00000101098" "0"
"362" "ENSG00000101193" "0"
"363" "ENSG00000101255" "1"
"373" "ENSG00000101440" "1"
"376" "ENSG00000101544" "1"
"377" "ENSG00000101574" "0"
"381" "ENSG00000101888" "0"
"382" "ENSG00000101951" "1"
"383" "ENSG00000101966" "0"
"384" "ENSG00000101977" "0"
"386" "ENSG00000102096" "0"
"387" "ENSG00000102174" "0"
"388" "ENSG00000102226" "0"
"390" "ENSG00000102245" "1"
"391" "ENSG00000102287" "1"
"392" "ENSG00000102313" "0"
"393" "ENSG00000102466" "0"
"395" "ENSG00000102796" "0"
"401" "ENSG00000103126" "0"
"402" "ENSG00000103148" "0"
"403" "ENSG00000103175" "1"
"404" "ENSG00000103196" "1"
"406" "ENSG00000103257" "0"
"408" "ENSG00000103316" "0"
"409" "ENSG00000103353" "1"
"410" "ENSG00000103415" "1"
"418" "ENSG00000104228" "1"
"421" "ENSG00000104375" "1"
"423" "ENSG00000104499" "1"
"424" "ENSG00000104695" "1"
"427" "ENSG00000104731" "0"
"429" "ENSG00000104827" "1"
"430" "ENSG00000104859" "0"
"433" "ENSG00000104980" "0"
"434" "ENSG00000105058" "0"
"436" "ENSG00000105171" "0"
"440" "ENSG00000105355" "1"
"442" "ENSG00000105376" "0"
"447" "ENSG00000105559" "0"
"453" "ENSG00000105671" "1"
"454" "ENSG00000105679" "0"
"456" "ENSG00000105700" "0"
"457" "ENSG00000105717" "0"
"459" "ENSG00000105784" "0"
"461" "ENSG00000105829" "0"
"462" "ENSG00000105926" "1"
"464" "ENSG00000105953" "1"
"465" "ENSG00000105982" "0"
"469" "ENSG00000106013" "0"
"470" "ENSG00000106245" "0"
"471" "ENSG00000106268" "1"
"477" "ENSG00000106355" "0"
"480" "ENSG00000106538" "1"
"481" "ENSG00000106546" "1"
"483" "ENSG00000106588" "0"
"485" "ENSG00000106789" "0"
"487" "ENSG00000106948" "1"
"489" "ENSG00000106993" "0"
"490" "ENSG00000107099" "0"
"491" "ENSG00000107140" "1"
"493" "ENSG00000107249" "0"
"494" "ENSG00000107438" "0"
"495" "ENSG00000107485" "0"
"499" "ENSG00000107816" "1"
"500" "ENSG00000107854" "1"
"503" "ENSG00000107957" "0"
"504" "ENSG00000108231" "0"
"506" "ENSG00000108342" "1"
"511" "ENSG00000108576" "0"
"515" "ENSG00000108774" "1"
"516" "ENSG00000108797" "0"
"517" "ENSG00000108960" "1"
"518" "ENSG00000109066" "0"
"520" "ENSG00000109424" "0"
"521" "ENSG00000109466" "1"
"522" "ENSG00000109674" "0"
"523" "ENSG00000109686" "1"
"526" "ENSG00000110025" "1"
"527" "ENSG00000110057" "0"
"530" "ENSG00000110195" "0"
"532" "ENSG00000110274" "1"
"534" "ENSG00000110492" "0"
"539" "ENSG00000110925" "0"
"541" "ENSG00000111052" "1"
"542" "ENSG00000111181" "1"
"543" "ENSG00000111224" "1"
"548" "ENSG00000111344" "0"
"552" "ENSG00000111602" "0"
"553" "ENSG00000111642" "1"
"556" "ENSG00000111713" "1"
"557" "ENSG00000111783" "1"
"558" "ENSG00000111796" "0"
"560" "ENSG00000111880" "0"
"563" "ENSG00000112081" "0"
"564" "ENSG00000112130" "1"
"565" "ENSG00000112137" "1"
"566" "ENSG00000112139" "0"
"569" "ENSG00000112242" "0"
"571" "ENSG00000112343" "0"
"572" "ENSG00000112379" "0"
"574" "ENSG00000112462" "1"
"575" "ENSG00000112559" "1"
"576" "ENSG00000112578" "1"
"579" "ENSG00000112624" "1"
"581" "ENSG00000112685" "0"
"584" "ENSG00000112773" "1"
"585" "ENSG00000112941" "1"
"586" "ENSG00000113068" "0"
"587" "ENSG00000113083" "1"
"590" "ENSG00000113209" "0"
"591" "ENSG00000113296" "1"
"595" "ENSG00000113494" "0"
"598" "ENSG00000113595" "0"
"600" "ENSG00000113645" "1"
"604" "ENSG00000113734" "0"
"608" "ENSG00000113851" "1"
"610" "ENSG00000114013" "0"
"611" "ENSG00000114021" "1"
"615" "ENSG00000114374" "1"
"617" "ENSG00000114491" "0"
"619" "ENSG00000114626" "1"
"622" "ENSG00000114796" "0"
"625" "ENSG00000114948" "0"
"626" "ENSG00000115053" "1"
"631" "ENSG00000115457" "0"
"632" "ENSG00000115504" "0"
"633" "ENSG00000115592" "1"
"635" "ENSG00000115604" "1"
"636" "ENSG00000115756" "1"
"637" "ENSG00000115808" "0"
"639" "ENSG00000115866" "0"
"640" "ENSG00000115884" "0"
"641" "ENSG00000115935" "1"
"642" "ENSG00000115977" "1"
"645" "ENSG00000116032" "1"
"647" "ENSG00000116132" "0"
"649" "ENSG00000116199" "1"
"653" "ENSG00000116580" "0"
"655" "ENSG00000116649" "1"
"656" "ENSG00000116675" "1"
"657" "ENSG00000116701" "0"
"659" "ENSG00000116731" "1"
"661" "ENSG00000116852" "0"
"664" "ENSG00000117010" "1"
"665" "ENSG00000117151" "0"
"668" "ENSG00000117228" "1"
"669" "ENSG00000117322" "0"
"670" "ENSG00000117385" "1"
"672" "ENSG00000117500" "0"
"674" "ENSG00000117528" "1"
"675" "ENSG00000117592" "1"
"677" "ENSG00000117676" "1"
"682" "ENSG00000118292" "1"
"685" "ENSG00000118412" "0"
"686" "ENSG00000118492" "0"
"688" "ENSG00000118600" "1"
"690" "ENSG00000118762" "1"
"692" "ENSG00000118873" "0"
"696" "ENSG00000119185" "0"
"699" "ENSG00000119397" "0"
"701" "ENSG00000119421" "1"
"702" "ENSG00000119514" "1"
"703" "ENSG00000119537" "0"
"704" "ENSG00000119599" "1"
"707" "ENSG00000119681" "0"
"708" "ENSG00000119682" "1"
"710" "ENSG00000119705" "0"
"711" "ENSG00000119711" "1"
"712" "ENSG00000119720" "1"
"713" "ENSG00000119777" "1"
"714" "ENSG00000119812" "0"
"716" "ENSG00000120049" "0"
"717" "ENSG00000120057" "1"
"721" "ENSG00000120262" "0"
"722" "ENSG00000120289" "1"
"724" "ENSG00000120329" "0"
"725" "ENSG00000120341" "1"
"726" "ENSG00000120438" "0"
"729" "ENSG00000120519" "0"
"732" "ENSG00000120705" "0"
"733" "ENSG00000120729" "1"
"734" "ENSG00000120784" "0"
"735" "ENSG00000120820" "1"
"736" "ENSG00000120875" "0"
"737" "ENSG00000120889" "1"
"738" "ENSG00000120925" "1"
"739" "ENSG00000120992" "1"
"741" "ENSG00000121053" "0"
"747" "ENSG00000121318" "0"
"750" "ENSG00000121486" "0"
"753" "ENSG00000121690" "1"
"754" "ENSG00000121716" "0"
"755" "ENSG00000121769" "0"
"758" "ENSG00000121898" "1"
"761" "ENSG00000122025" "1"
"762" "ENSG00000122033" "0"
"764" "ENSG00000122180" "0"
"765" "ENSG00000122254" "0"
"769" "ENSG00000122565" "0"
"770" "ENSG00000122585" "0"
"772" "ENSG00000122674" "0"
"774" "ENSG00000122912" "1"
"775" "ENSG00000123106" "1"
"779" "ENSG00000123154" "1"
"784" "ENSG00000123388" "0"
"785" "ENSG00000123415" "1"
"786" "ENSG00000123500" "1"
"787" "ENSG00000123562" "1"
"788" "ENSG00000123728" "1"
"790" "ENSG00000123977" "1"
"792" "ENSG00000124074" "0"
"793" "ENSG00000124098" "0"
"794" "ENSG00000124155" "1"
"795" "ENSG00000124181" "1"
"797" "ENSG00000124216" "1"
"798" "ENSG00000124217" "0"
"801" "ENSG00000124299" "0"
"804" "ENSG00000124466" "0"
"805" "ENSG00000124486" "1"
"806" "ENSG00000124496" "1"
"808" "ENSG00000124541" "0"
"810" "ENSG00000124574" "0"
"813" "ENSG00000124702" "0"
"815" "ENSG00000124766" "1"
"816" "ENSG00000124783" "0"
"818" "ENSG00000124920" "0"
"820" "ENSG00000125166" "1"
"825" "ENSG00000125388" "0"
"826" "ENSG00000125454" "0"
"828" "ENSG00000125508" "1"
"833" "ENSG00000125740" "0"
"834" "ENSG00000125746" "0"
"835" "ENSG00000125775" "1"
"836" "ENSG00000125815" "0"
"838" "ENSG00000125864" "0"
"840" "ENSG00000125995" "1"
"843" "ENSG00000126218" "0"
"844" "ENSG00000126233" "1"
"846" "ENSG00000126247" "1"
"848" "ENSG00000126267" "0"
"851" "ENSG00000126562" "1"
"853" "ENSG00000126785" "1"
"855" "ENSG00000127081" "0"
"857" "ENSG00000127249" "1"
"862" "ENSG00000127507" "0"
"864" "ENSG00000127527" "1"
"866" "ENSG00000127914" "1"
"868" "ENSG00000128298" "1"
"869" "ENSG00000128322" "0"
"870" "ENSG00000128512" "1"
"872" "ENSG00000128645" "0"
"873" "ENSG00000128683" "0"
"874" "ENSG00000128694" "0"
"877" "ENSG00000128872" "0"
"878" "ENSG00000128917" "0"
"880" "ENSG00000128973" "1"
"883" "ENSG00000129055" "1"
"885" "ENSG00000129159" "0"
"886" "ENSG00000129195" "1"
"889" "ENSG00000129250" "0"
"891" "ENSG00000129347" "1"
"893" "ENSG00000129353" "1"
"894" "ENSG00000129354" "1"
"895" "ENSG00000129422" "0"
"898" "ENSG00000129493" "0"
"901" "ENSG00000129562" "0"
"903" "ENSG00000129691" "1"
"904" "ENSG00000129744" "0"
"905" "ENSG00000130005" "0"
"906" "ENSG00000130032" "1"
"907" "ENSG00000130119" "0"
"910" "ENSG00000130307" "0"
"911" "ENSG00000130363" "1"
"912" "ENSG00000130558" "0"
"913" "ENSG00000130561" "0"
"914" "ENSG00000130592" "0"
"915" "ENSG00000130702" "1"
"916" "ENSG00000130703" "0"
"917" "ENSG00000130711" "0"
"920" "ENSG00000130758" "1"
"921" "ENSG00000130810" "0"
"922" "ENSG00000130816" "0"
"923" "ENSG00000130830" "0"
"924" "ENSG00000130957" "0"
"932" "ENSG00000131351" "0"
"933" "ENSG00000131381" "0"
"934" "ENSG00000131386" "1"
"938" "ENSG00000131721" "0"
"940" "ENSG00000131808" "1"
"943" "ENSG00000131941" "1"
"945" "ENSG00000132024" "1"
"947" "ENSG00000132259" "1"
"948" "ENSG00000132313" "0"
"951" "ENSG00000132423" "1"
"955" "ENSG00000132485" "1"
"956" "ENSG00000132522" "1"
"957" "ENSG00000132554" "0"
"961" "ENSG00000132694" "1"
"962" "ENSG00000132716" "0"
"964" "ENSG00000132825" "0"
"965" "ENSG00000132837" "0"
"968" "ENSG00000132915" "1"
"972" "ENSG00000133115" "1"
"973" "ENSG00000133121" "1"
"974" "ENSG00000133142" "0"
"977" "ENSG00000133321" "1"
"979" "ENSG00000133597" "0"
"980" "ENSG00000133640" "1"
"981" "ENSG00000133687" "1"
"982" "ENSG00000133706" "1"
"983" "ENSG00000133805" "0"
"984" "ENSG00000133835" "1"
"989" "ENSG00000134108" "0"
"990" "ENSG00000134186" "0"
"991" "ENSG00000134202" "1"
"992" "ENSG00000134240" "0"
"998" "ENSG00000134321" "0"
"1000" "ENSG00000134339" "1"
"1001" "ENSG00000134365" "0"
"1007" "ENSG00000134595" "1"
"1008" "ENSG00000134627" "0"
"1009" "ENSG00000134717" "1"
"1010" "ENSG00000134755" "0"
"1013" "ENSG00000134899" "1"
"1014" "ENSG00000134954" "1"
"1016" "ENSG00000135040" "1"
"1022" "ENSG00000135334" "0"
"1023" "ENSG00000135355" "1"
"1025" "ENSG00000135437" "1"
"1026" "ENSG00000135452" "0"
"1029" "ENSG00000135569" "0"
"1033" "ENSG00000135636" "1"
"1034" "ENSG00000135686" "0"
"1036" "ENSG00000135773" "1"
"1037" "ENSG00000135824" "0"
"1038" "ENSG00000135842" "1"
"1043" "ENSG00000135929" "0"
"1044" "ENSG00000135945" "1"
"1046" "ENSG00000136026" "0"
"1049" "ENSG00000136153" "0"
"1051" "ENSG00000136158" "0"
"1052" "ENSG00000136169" "1"
"1053" "ENSG00000136231" "1"
"1055" "ENSG00000136295" "1"
"1057" "ENSG00000136371" "1"
"1059" "ENSG00000136436" "0"
"1060" "ENSG00000136487" "0"
"1062" "ENSG00000136490" "0"
"1065" "ENSG00000136531" "0"
"1067" "ENSG00000136631" "1"
"1069" "ENSG00000136698" "1"
"1070" "ENSG00000136732" "0"
"1071" "ENSG00000136802" "1"
"1074" "ENSG00000136925" "1"
"1075" "ENSG00000136928" "0"
"1076" "ENSG00000136939" "0"
"1079" "ENSG00000137090" "0"
"1080" "ENSG00000137106" "1"
"1081" "ENSG00000137135" "1"
"1082" "ENSG00000137161" "1"
"1084" "ENSG00000137198" "1"
"1087" "ENSG00000137265" "0"
"1089" "ENSG00000137313" "0"
"1097" "ENSG00000137563" "1"
"1098" "ENSG00000137574" "0"
"1100" "ENSG00000137692" "1"
"1102" "ENSG00000137770" "1"
"1104" "ENSG00000137818" "1"
"1105" "ENSG00000137819" "1"
"1106" "ENSG00000137824" "0"
"1109" "ENSG00000138028" "1"
"1111" "ENSG00000138079" "1"
"1113" "ENSG00000138119" "1"
"1114" "ENSG00000138138" "0"
"1118" "ENSG00000138316" "0"
"1122" "ENSG00000138592" "0"
"1123" "ENSG00000138614" "1"
"1125" "ENSG00000138660" "0"
"1126" "ENSG00000138663" "1"
"1127" "ENSG00000138668" "1"
"1129" "ENSG00000138685" "1"
"1131" "ENSG00000138760" "0"
"1132" "ENSG00000138764" "0"
"1139" "ENSG00000139200" "1"
"1140" "ENSG00000139219" "0"
"1141" "ENSG00000139263" "0"
"1143" "ENSG00000139329" "0"
"1145" "ENSG00000139410" "1"
"1146" "ENSG00000139437" "0"
"1150" "ENSG00000139620" "1"
"1152" "ENSG00000139648" "0"
"1153" "ENSG00000139651" "0"
"1155" "ENSG00000139973" "0"
"1156" "ENSG00000139985" "1"
"1160" "ENSG00000140284" "0"
"1162" "ENSG00000140391" "0"
"1165" "ENSG00000140525" "1"
"1167" "ENSG00000140750" "1"
"1168" "ENSG00000140848" "0"
"1169" "ENSG00000140941" "0"
"1173" "ENSG00000141026" "1"
"1176" "ENSG00000141337" "0"
"1178" "ENSG00000141429" "0"
"1179" "ENSG00000141431" "0"
"1182" "ENSG00000141452" "0"
"1183" "ENSG00000141485" "0"
"1184" "ENSG00000141505" "1"
"1185" "ENSG00000141519" "0"
"1186" "ENSG00000141551" "0"
"1188" "ENSG00000141580" "0"
"1190" "ENSG00000141644" "1"
"1194" "ENSG00000141985" "1"
"1198" "ENSG00000142405" "0"
"1200" "ENSG00000142541" "0"
"1202" "ENSG00000142669" "0"
"1203" "ENSG00000142686" "1"
"1204" "ENSG00000142733" "1"
"1205" "ENSG00000142798" "0"
"1209" "ENSG00000143067" "0"
"1210" "ENSG00000143126" "0"
"1211" "ENSG00000143153" "1"
"1212" "ENSG00000143157" "0"
"1214" "ENSG00000143171" "1"
"1217" "ENSG00000143196" "0"
"1219" "ENSG00000143226" "1"
"1224" "ENSG00000143452" "0"
"1225" "ENSG00000143549" "0"
"1227" "ENSG00000143614" "0"
"1232" "ENSG00000143924" "0"
"1236" "ENSG00000144228" "0"
"1238" "ENSG00000144476" "1"
"1239" "ENSG00000144488" "0"
"1240" "ENSG00000144504" "0"
"1245" "ENSG00000144824" "0"
"1246" "ENSG00000144834" "1"
"1247" "ENSG00000144893" "1"
"1249" "ENSG00000145012" "1"
"1252" "ENSG00000145217" "0"
"1256" "ENSG00000145388" "0"
"1259" "ENSG00000145476" "0"
"1260" "ENSG00000145569" "1"
"1261" "ENSG00000145604" "0"
"1263" "ENSG00000145681" "1"
"1264" "ENSG00000145721" "0"
"1266" "ENSG00000145743" "0"
"1267" "ENSG00000145824" "1"
"1270" "ENSG00000146038" "0"
"1272" "ENSG00000146072" "1"
"1273" "ENSG00000146147" "0"
"1275" "ENSG00000146250" "1"
"1277" "ENSG00000146383" "0"
"1278" "ENSG00000146399" "1"
"1280" "ENSG00000146453" "1"
"1281" "ENSG00000146776" "0"
"1283" "ENSG00000146858" "0"
"1284" "ENSG00000146938" "1"
"1285" "ENSG00000147050" "0"
"1288" "ENSG00000147174" "1"
"1292" "ENSG00000147316" "1"
"1294" "ENSG00000147419" "0"
"1295" "ENSG00000147443" "0"
"1297" "ENSG00000147586" "1"
"1298" "ENSG00000147676" "0"
"1299" "ENSG00000147689" "1"
"1300" "ENSG00000147862" "1"
"1301" "ENSG00000147869" "0"
"1304" "ENSG00000148180" "1"
"1306" "ENSG00000148296" "0"
"1312" "ENSG00000148634" "0"
"1313" "ENSG00000148688" "1"
"1316" "ENSG00000148835" "0"
"1321" "ENSG00000149177" "1"
"1322" "ENSG00000149313" "0"
"1323" "ENSG00000149418" "0"
"1324" "ENSG00000149474" "1"
"1328" "ENSG00000149634" "0"
"1330" "ENSG00000149743" "1"
"1331" "ENSG00000149782" "0"
"1334" "ENSG00000149968" "1"
"1336" "ENSG00000150281" "0"
"1337" "ENSG00000150401" "1"
"1340" "ENSG00000150667" "0"
"1342" "ENSG00000150779" "0"
"1346" "ENSG00000151150" "0"
"1350" "ENSG00000151422" "1"
"1351" "ENSG00000151470" "0"
"1352" "ENSG00000151532" "0"
"1356" "ENSG00000151789" "1"
"1360" "ENSG00000152049" "0"
"1362" "ENSG00000152208" "0"
"1364" "ENSG00000152332" "0"
"1365" "ENSG00000152382" "1"
"1366" "ENSG00000152430" "0"
"1367" "ENSG00000152465" "0"
"1370" "ENSG00000152592" "1"
"1372" "ENSG00000152705" "1"
"1373" "ENSG00000152749" "0"
"1374" "ENSG00000152760" "1"
"1376" "ENSG00000152818" "0"
"1377" "ENSG00000152904" "1"
"1379" "ENSG00000153029" "0"
"1382" "ENSG00000153234" "1"
"1385" "ENSG00000153391" "0"
"1388" "ENSG00000153786" "0"
"1391" "ENSG00000153902" "0"
"1394" "ENSG00000153976" "0"
"1397" "ENSG00000154258" "0"
"1400" "ENSG00000154553" "1"
"1404" "ENSG00000154920" "1"
"1405" "ENSG00000154945" "0"
"1406" "ENSG00000155011" "1"
"1407" "ENSG00000155085" "0"
"1408" "ENSG00000155100" "1"
"1410" "ENSG00000155329" "0"
"1414" "ENSG00000155545" "1"
"1416" "ENSG00000155657" "0"
"1417" "ENSG00000155659" "0"
"1418" "ENSG00000155849" "1"
"1419" "ENSG00000155893" "1"
"1422" "ENSG00000156052" "0"
"1423" "ENSG00000156150" "0"
"1424" "ENSG00000156172" "1"
"1425" "ENSG00000156222" "0"
"1426" "ENSG00000156304" "1"
"1431" "ENSG00000156510" "1"
"1432" "ENSG00000156515" "0"
"1433" "ENSG00000156535" "1"
"1435" "ENSG00000156675" "0"
"1437" "ENSG00000156787" "1"
"1439" "ENSG00000156886" "0"
"1440" "ENSG00000156976" "1"
"1444" "ENSG00000157191" "1"
"1446" "ENSG00000157343" "0"
"1449" "ENSG00000157510" "1"
"1450" "ENSG00000157514" "0"
"1454" "ENSG00000157895" "0"
"1460" "ENSG00000158445" "1"
"1461" "ENSG00000158483" "1"
"1463" "ENSG00000158486" "0"
"1466" "ENSG00000158815" "0"
"1470" "ENSG00000158966" "0"
"1476" "ENSG00000159199" "0"
"1478" "ENSG00000159322" "1"
"1479" "ENSG00000159363" "0"
"1481" "ENSG00000159398" "1"
"1482" "ENSG00000159527" "0"
"1483" "ENSG00000159596" "1"
"1485" "ENSG00000159685" "1"
"1489" "ENSG00000159915" "1"
"1490" "ENSG00000160049" "0"
"1491" "ENSG00000160087" "1"
"1492" "ENSG00000160094" "0"
"1494" "ENSG00000160161" "1"
"1495" "ENSG00000160179" "0"
"1496" "ENSG00000160181" "0"
"1497" "ENSG00000160221" "1"
"1501" "ENSG00000160410" "0"
"1502" "ENSG00000160584" "1"
"1505" "ENSG00000160716" "1"
"1506" "ENSG00000160785" "1"
"1507" "ENSG00000160801" "1"
"1508" "ENSG00000160813" "0"
"1509" "ENSG00000160888" "1"
"1514" "ENSG00000161298" "0"
"1515" "ENSG00000161405" "1"
"1516" "ENSG00000161526" "1"
"1518" "ENSG00000161610" "0"
"1522" "ENSG00000161956" "1"
"1524" "ENSG00000162062" "1"
"1526" "ENSG00000162076" "0"
"1527" "ENSG00000162144" "0"
"1530" "ENSG00000162302" "1"
"1532" "ENSG00000162399" "1"
"1533" "ENSG00000162415" "0"
"1535" "ENSG00000162444" "0"
"1536" "ENSG00000162522" "1"
"1537" "ENSG00000162542" "0"
"1539" "ENSG00000162591" "1"
"1542" "ENSG00000162639" "1"
"1543" "ENSG00000162694" "0"
"1548" "ENSG00000162783" "1"
"1549" "ENSG00000162819" "0"
"1550" "ENSG00000162869" "0"
"1552" "ENSG00000162889" "1"
"1556" "ENSG00000162951" "0"
"1557" "ENSG00000162959" "1"
"1558" "ENSG00000162992" "1"
"1559" "ENSG00000163032" "0"
"1562" "ENSG00000163145" "1"
"1564" "ENSG00000163162" "0"
"1565" "ENSG00000163216" "1"
"1568" "ENSG00000163291" "1"
"1572" "ENSG00000163482" "1"
"1574" "ENSG00000163507" "0"
"1577" "ENSG00000163527" "0"
"1578" "ENSG00000163534" "1"
"1580" "ENSG00000163539" "1"
"1582" "ENSG00000163630" "1"
"1583" "ENSG00000163633" "0"
"1585" "ENSG00000163682" "1"
"1589" "ENSG00000163795" "0"
"1591" "ENSG00000163803" "1"
"1594" "ENSG00000163872" "1"
"1599" "ENSG00000164031" "0"
"1602" "ENSG00000164078" "1"
"1603" "ENSG00000164089" "0"
"1606" "ENSG00000164125" "1"
"1608" "ENSG00000164176" "1"
"1609" "ENSG00000164197" "0"
"1613" "ENSG00000164270" "0"
"1615" "ENSG00000164329" "1"
"1616" "ENSG00000164332" "0"
"1618" "ENSG00000164403" "1"
"1619" "ENSG00000164411" "0"
"1620" "ENSG00000164463" "0"
"1623" "ENSG00000164532" "0"
"1625" "ENSG00000164600" "0"
"1628" "ENSG00000164713" "0"
"1629" "ENSG00000164741" "1"
"1631" "ENSG00000164756" "1"
